timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1738099099888,307,/confirmation.php,200,OK,Blaze 1-188,text,true,,5780,441,250,250,https://www.blazedemo.com/confirmation.php,295,0,0
1738099097916,2282,Página Inicial,200,OK,Blaze 1-245,text,true,,4757,122,250,250,https://www.blazedemo.com/,2269,0,259
1738099098501,1699,/confirmation.php,200,OK,Blaze 1-60,text,true,,5780,441,250,250,https://www.blazedemo.com/confirmation.php,1686,0,0
1738099098096,2110,/reserve.php,200,OK,Blaze 1-179,text,true,,7357,253,250,250,https://www.blazedemo.com/reserve.php,2089,0,0
1738099096830,3384,/confirmation.php,200,OK,Blaze 1-229,text,true,,5780,441,250,250,https://www.blazedemo.com/confirmation.php,3371,0,0
1738099096988,3230,Página Inicial,200,OK,Blaze 1-186,text,true,,4757,122,250,250,https://www.blazedemo.com/,3218,0,257
1738099097897,2342,/confirmation.php,200,OK,Blaze 1-7,text,true,,5780,441,250,250,https://www.blazedemo.com/confirmation.php,2329,0,0
1738099098056,2183,Página Inicial,200,OK,Blaze 1-71,text,true,,4757,122,250,250,https://www.blazedemo.com/,2170,0,273
1738099093184,7058,/confirmation.php,200,OK,Blaze 1-81,text,true,,5780,441,250,250,https://www.blazedemo.com/confirmation.php,7045,0,0
1738099099410,844,/confirmation.php,200,OK,Blaze 1-159,text,true,,5780,441,250,250,https://www.blazedemo.com/confirmation.php,831,0,0
1738099099133,1123,Página Inicial,200,OK,Blaze 1-238,text,true,,4757,122,250,250,https://www.blazedemo.com/,1110,0,274
1738099099469,801,Página Inicial,200,OK,Blaze 1-58,text,true,,4757,122,250,250,https://www.blazedemo.com/,787,0,277
1738099098284,2010,/purchase.php,200,OK,Blaze 1-59,text,true,,6719,300,250,250,https://www.blazedemo.com/purchase.php,1998,0,0
1738099098189,2116,/reserve.php,200,OK,Blaze 1-232,text,true,,7357,253,250,250,https://www.blazedemo.com/reserve.php,2095,0,0
1738099098219,2094,/purchase.php,200,OK,Blaze 1-230,text,true,,6719,300,250,250,https://www.blazedemo.com/purchase.php,2073,0,0
1738099097305,3023,/reserve.php,200,OK,Blaze 1-202,text,true,,7357,253,250,250,https://www.blazedemo.com/reserve.php,3003,0,0
1738099093213,7117,/confirmation.php,200,OK,Blaze 1-90,text,true,,5780,441,250,250,https://www.blazedemo.com/confirmation.php,7105,0,0
1738099097684,2647,Página Inicial,200,OK,Blaze 1-12,text,true,,4757,122,250,250,https://www.blazedemo.com/,2635,0,264
1738099099639,743,Página Inicial,200,OK,Blaze 1-82,text,true,,4757,122,250,250,https://www.blazedemo.com/,699,0,304
1738099099834,549,Página Inicial,200,OK,Blaze 1-156,text,true,,4757,122,250,250,https://www.blazedemo.com/,549,0,265
1738099100039,345,/confirmation.php,200,OK,Blaze 1-47,text,true,,5780,441,250,250,https://www.blazedemo.com/confirmation.php,344,0,0
1738099099430,954,/purchase.php,200,OK,Blaze 1-80,text,true,,6719,300,250,250,https://www.blazedemo.com/purchase.php,953,0,0
1738099098332,2056,Página Inicial,200,OK,Blaze 1-36,text,true,,4757,122,250,250,https://www.blazedemo.com/,2053,0,265
1738099097583,2805,/reserve.php,200,OK,Blaze 1-163,text,true,,7357,253,250,250,https://www.blazedemo.com/reserve.php,2802,0,0
1738099095821,4572,/reserve.php,200,OK,Blaze 1-11,text,true,,7357,253,250,250,https://www.blazedemo.com/reserve.php,4564,0,0
1738099098219,2189,/purchase.php,200,OK,Blaze 1-139,text,true,,6719,300,250,250,https://www.blazedemo.com/purchase.php,2172,0,0
1738099100109,304,/purchase.php,200,OK,Blaze 1-67,text,true,,6719,300,250,250,https://www.blazedemo.com/purchase.php,292,0,0
1738099098248,2170,Página Inicial,200,OK,Blaze 1-237,text,true,,4757,122,250,250,https://www.blazedemo.com/,2158,0,266
1738099099680,759,/reserve.php,200,OK,Blaze 1-17,text,true,,7357,253,250,250,https://www.blazedemo.com/reserve.php,738,0,0
1738099100085,359,/purchase.php,200,OK,Blaze 1-209,text,true,,6719,300,250,250,https://www.blazedemo.com/purchase.php,346,0,0
1738099097474,2976,/reserve.php,200,OK,Blaze 1-182,text,true,,7357,253,250,250,https://www.blazedemo.com/reserve.php,2954,0,0
1738099100144,316,/confirmation.php,200,OK,Blaze 1-86,text,true,,5780,441,250,250,https://www.blazedemo.com/confirmation.php,303,0,0
1738099099824,640,Página Inicial,200,OK,Blaze 1-135,text,true,,4757,122,250,250,https://www.blazedemo.com/,626,0,275
1738099097614,2853,Página Inicial,200,OK,Blaze 1-222,text,true,,4757,122,250,250,https://www.blazedemo.com/,2839,0,256
1738099099259,1227,Página Inicial,200,OK,Blaze 1-178,text,true,,4757,122,250,250,https://www.blazedemo.com/,1215,0,274
1738099095633,4857,Página Inicial,200,OK,Blaze 1-62,text,true,,4757,122,250,250,https://www.blazedemo.com/,4843,0,290
1738099097888,2605,/purchase.php,200,OK,Blaze 1-205,text,true,,6719,300,250,250,https://www.blazedemo.com/purchase.php,2592,0,0
1738099098636,1865,/purchase.php,200,OK,Blaze 1-183,text,true,,6719,300,250,250,https://www.blazedemo.com/purchase.php,1852,0,0
